-7.901160902782093091e-14,-6.612631754450839224e-14,-3.992009625943905704e-14,-2.467396624276938413e-14,-1.945157533505745716e-14,-1.757459423720898241e-14,-1.696000449550722283e-14,-1.686488398555730232e-14,-1.670106841848806063e-14,-1.694465140878238874e-14,-1.783674054915368587e-14,-1.939473019806344456e-14,-2.463839746468736203e-14,-3.981155497089790565e-14,-6.749167883436922961e-14,-8.085292963166139965e-14
5.258841151759070545e-15,-4.121865372599657906e-01,-7.820613991773097684e-01,-9.080610544026669340e-01,-9.441125242015996344e-01,-9.557558994810793074e-01,-9.607155489807045479e-01,-9.627951012748816595e-01,-9.626892803094949658e-01,-9.601539804269102474e-01,-9.540331933051033886e-01,-9.406440737047939704e-01,-9.047724743407064008e-01,-7.832374349985872231e-01,-4.139650001580525984e-01,4.733447003891873852e-15
2.523244709203260402e-14,-1.856922221800132167e-01,-7.004851002529928206e-01,-1.063363433430192462e+00,-1.273779684884522645e+00,-1.390796555663679657e+00,-1.454087253645955480e+00,-1.484048264762843461e+00,-1.488999713893485843e+00,-1.468720340666535895e+00,-1.414604546192438583e+00,-1.306254860750654334e+00,-1.102720420344117214e+00,-7.365632984178357434e-01,-1.976617605107120201e-01,2.574326095518292103e-14
1.201706297796655712e-14,-7.788266807165340755e-02,-5.115844245255188882e-01,-9.321283418078968319e-01,-1.242403393960010094e+00,-1.447018137041537367e+00,-1.571280365878888086e+00,-1.636113537975160348e+00,-1.652184561058593459e+00,-1.618637505031272239e+00,-1.522268244890025990e+00,-1.336927194071254599e+00,-1.027444914242670260e+00,-5.773728892721418093e-01,-9.114081745330526729e-02,1.296182381003873205e-14
6.195467036247357329e-15,-4.238126605543235392e-02,-3.632319176623663437e-01,-7.355466450128469447e-01,-1.053140975998844153e+00,-1.287687528782011093e+00,-1.443199801294896112e+00,-1.531029317595480777e+00,-1.558176101703664829e+00,-1.521993954070659738e+00,-1.408469017674647716e+00,-1.195065605646793871e+00,-8.640778151537152896e-01,-4.391336345545744924e-01,-5.298987143283333950e-02,6.990048992532063884e-15
3.845623603312775324e-15,-2.747080101959370468e-02,-2.557788307091248825e-01,-5.480082769090174333e-01,-8.206254612212214861e-01,-1.037918374694378310e+00,-1.191490357994882565e+00,-1.283515888314479714e+00,-1.315932927454271928e+00,-1.284317447572504545e+00,-1.176158422656502722e+00,-9.756114363206963569e-01,-6.793402082239841100e-01,-3.270770445286771411e-01,-3.623580845531280265e-02,4.591624001920414349e-15
2.630533736105453553e-15,-1.843476477995300775e-02,-1.764095211613917469e-01,-3.896512135084411743e-01,-5.997138402035561144e-01,-7.757264357933282284e-01,-9.056985691384936699e-01,-9.867957913189311370e-01,-1.017551776386377282e+00,-9.928561745418547080e-01,-9.028115379585694988e-01,-7.377425106505310914e-01,-5.019695670039925339e-01,-2.347936230409471414e-01,-2.540280880756078108e-02,3.172640372097788371e-15
1.678572258943691352e-15,-1.211460546293470844e-02,-1.176166914680503578e-01,-2.643389477357194206e-01,-4.137094483511452037e-01,-5.428868065848917457e-01,-6.409925781641225839e-01,-7.037146157963799498e-01,-7.283056062094203087e-01,-7.101438669949264870e-01,-6.422123925534471978e-01,-5.193271700877272190e-01,-3.481971450678018054e-01,-1.602364213456914654e-01,-1.715672686166924005e-02,2.116389614550896095e-15
1.064718735905254279e-15,-7.662878058113440846e-03,-7.511605163856262257e-02,-1.705726641962745649e-01,-2.696863449793602263e-01,-3.570486943291173998e-01,-4.244843231676479478e-01,-4.680922662997820671e-01,-4.852341102000671258e-01,-4.724158188781700796e-01,-4.251649274833750325e-01,-3.410997275492031466e-01,-2.264300528768190546e-01,-1.031652300900207236e-01,-1.095601646392066475e-02,1.315289409196494117e-15
6.326239193460822300e-16,-4.628379214040901496e-03,-4.565262826985280048e-02,-1.043116228450948479e-01,-1.659182366003734976e-01,-2.207934619103506246e-01,-2.634767970870852682e-01,-2.911215702043937759e-01,-3.017637193932932727e-01,-2.931109435860875800e-01,-2.625899294033555709e-01,-2.093245711094063599e-01,-1.379522000119087488e-01,-6.243268074643724269e-02,-6.579885756279700050e-03,7.921535022337915158e-16
