x,y
0,0.10081496779720431
1,0.10080180977547339
2,0.10094127717752238
3,0.1003013273728144
4,0.10061222336134884
5,0.10084964889817762
6,0.10060303431894876
7,0.10082971868875992
8,0.10084925033258836
9,0.10078067359993982
10,0.10064377933445916
11,0.10087913838198626
12,0.10106345156435738
13,0.10131092913407938
14,0.10198396222717493
15,0.102283063771226
16,0.10372418374253918
17,0.10518874250067813
18,0.10667991935940609
19,0.10812972295677915
20,0.10948106908007103
21,0.11076042741117052
22,0.11063115905857061
23,0.11048827987654258
24,0.10979159813357525
25,0.10849637111188146
26,0.10719374353694096
27,0.10547304052761271
28,0.10414417935907193
29,0.1027844553042326
30,0.10201312380943972
31,0.10169030540090339
32,0.10121844414900319
33,0.10108452861271267
34,0.10093888793119156
35,0.10086280067907255
36,0.10075953299070266
37,0.10069169353823722
38,0.1005766611013626
39,0.10089348150081066
40,0.10064537684208752
41,0.10074197892595226
42,0.1003542115932907
43,0.10061621833541647
44,0.10061222336134884
45,0.10099541826713908
46,0.10081895473747776
47,0.10064218180147333
48,0.10075753836463738
49,0.10086001105067331
50,0.1008428730689238
51,0.10069528618442825
52,0.10078187010558737
53,0.10060862774905703
54,0.10065016921283991
55,0.10070606335400453
56,0.10048990036855826
57,0.10049829984201665
58,0.10064457809144293
59,0.10055947482933408
60,0.10058345486405289
61,0.10069927786320096
62,0.1007359938865331
63,0.10072202741151394
