x,y
0,0.10721427619396609
1,0.10378557563967081
2,0.08920767006440834
3,0.10183087004823753
4,0.10103839987029847
5,0.09656363235184043
6,0.1053232234776322
7,0.10683874342475526
8,0.10870343468657036
9,0.09099200014936348
10,0.10608368984038014
11,0.09943451390482533
12,0.10683874342475526
13,0.10339759082126852
14,0.10023966481348397
15,0.10339759082126852
16,0.09317437258848887
17,0.10570414053827132
18,0.10870343468657036
19,0.11017246663989554
20,0.10683874342475526
21,0.11411483497288082
22,0.1064618860126258
23,0.11162216669810851
24,0.10721427619396609
25,0.112697204348761
26,0.10222480138399095
27,0.1053232234776322
28,0.10300814465093096
29,0.09780432946770544
30,0.10103839987029847
31,0.10758849819107708
32,0.10758849819107708
33,0.10222480138399095
34,0.1064618860126258
35,0.09983790101311354
36,0.09274200657761936
37,0.10143540886478296
38,0.10183087004823753
39,0.10944041556522059
40,0.09943451390482533
41,0.09780432946770544
42,0.0948841367148375
43,0.10143540886478296
44,0.09983790101311354
45,0.08965708182589756
46,0.10570414053827132
47,0.09739251993563015
48,0.10339759082126852
49,0.10417211543437709
50,0.10870343468657036
51,0.09983790101311354
52,0.09530678529535727
53,0.1006398247471396
54,0.10570414053827132
55,0.10183087004823753
56,0.09943451390482533
57,0.09780432946770544
58,0.09317437258848887
59,0.10300814465093096
60,0.09530678529535727
61,0.09572756785038827
62,0.10183087004823753
63,0.1006398247471396
