-2.000000000000000000e+00,-1.175541289568947878e+00,-4.356110810866629102e-01,-1.836163657187650511e-01,-1.116180677873492844e-01,-8.845803091721871070e-02,-7.864104197919341566e-02,-7.452636167165094250e-02,-7.470273306324215490e-02,-7.965382059508829826e-02,-9.171375804034043178e-02,-1.183059644291950541e-01,-1.899527921111088258e-01,-4.331265391701246692e-01,-1.171998482896631888e+00,-2.000000000000000000e+00
8.244587104310520109e-01,-1.103511843387070673e-01,-1.880537124096312296e-01,-1.443095519075384969e-01,-1.082622814201922301e-01,-8.895010005921417939e-02,-7.927710835551225743e-02,-7.481916489076261001e-02,-7.388375996442504701e-02,-7.633017388851774665e-02,-8.335367497919690671e-02,-9.827219414913151985e-02,-1.281664558126928977e-01,-1.751951841771330065e-01,-1.136698746901857321e-01,8.280015171033681121e-01
3.715563449072646907e-01,7.896859054038450620e-02,-4.106386971176165246e-02,-7.453474662660942995e-02,-7.855123607641699424e-02,-7.535784267729410402e-02,-7.171552942630167460e-02,-6.915787198778472478e-02,-6.785660472791193998e-02,-6.779930024556647672e-02,-6.908256679388544153e-02,-7.161677522672195428e-02,-7.250183945662999618e-02,-5.184556028102017128e-02,7.176675731053491769e-02,3.957029559371268435e-01
1.557964602933478160e-01,6.970711949551840203e-02,5.297379226697802521e-03,-3.007779626171672854e-02,-4.717298906173409551e-02,-5.459730193858417652e-02,-5.746221282185780266e-02,-5.836682993310520623e-02,-5.845029816629238040e-02,-5.803406741568842286e-02,-5.678278908186966401e-02,-5.306915493635309261e-02,-4.127945916724973935e-02,-5.481849183943343640e-03,7.774633947821513180e-02,1.826569195517531163e-01
8.454795380010604600e-02,4.809178677636269383e-02,1.413350720005205480e-02,-1.012899141485828526e-02,-2.612660451521634300e-02,-3.611566046259571255e-02,-4.208178491739984067e-02,-4.549897918957248460e-02,-4.725136967516917197e-02,-4.757329712233984709e-02,-4.581485338892591491e-02,-3.974189143773264321e-02,-2.421022573505479669e-02,8.667818030080405925e-03,5.910420792459340766e-02,1.060587932475814954e-01
5.447528075219117139e-02,3.313579483894883021e-02,1.314147454475724647e-02,-2.578060438938243899e-03,-1.442031727905229363e-02,-2.308120885878835876e-02,-2.919789391248177324e-02,-3.334134217779431003e-02,-3.589782347299356330e-02,-3.682737794792036168e-02,-3.527325201132242710e-02,-2.904215768872471168e-02,-1.451411368253441130e-02,1.097334773633235928e-02,4.292277029249508963e-02,7.210683661455612181e-02
3.622456289002382035e-02,2.262153134180450165e-02,1.009409479157962093e-02,-1.137671615422042792e-04,-8.258786334550566668e-03,-1.468485249561079717e-02,-1.962800692369556441e-02,-2.327199149558663305e-02,-2.570209106617541220e-02,-2.670071437566852099e-02,-2.541577002003415561e-02,-2.010080469179098897e-02,-8.597219066284576480e-03,9.466983059707686707e-03,3.024905165607013474e-02,5.003753895485241882e-02
2.351705020918255784e-02,1.494634191780503003e-02,7.042576382065985664e-03,4.586684071394388283e-04,-4.936830919388149504e-03,-9.337610951072314314e-03,-1.285504800852654145e-02,-1.554184727026317742e-02,-1.736718605292325926e-02,-1.808091530665038166e-02,-1.700625813695708435e-02,-1.297184673031492354e-02,-4.850978017841227341e-03,7.052632863127047784e-03,2.032178047484222913e-02,3.332299764530798070e-02
1.465109906546968946e-02,9.429409952977689524e-03,4.558709084027494363e-03,4.202412802413790023e-04,-3.021530778972726736e-03,-5.860394805602620744e-03,-8.150745464632996179e-03,-9.903793034676018278e-03,-1.106546936224952170e-02,-1.143620012955853631e-02,-1.056708068225912546e-02,-7.780032317035703339e-03,-2.552621448269047459e-03,4.770332360746836441e-03,1.286638273568035777e-02,2.091178959796792525e-02
8.691195238101466145e-03,5.637665575354566978e-03,2.753116118997877854e-03,2.579527649482847140e-04,-1.836231617632274118e-03,-3.563190005817468402e-03,-4.945692550509772113e-03,-5.982784384718409579e-03,-6.631041044936498811e-03,-6.761571727408261304e-03,-6.117254361920104917e-03,-4.351303216875743868e-03,-1.245326170803590180e-03,2.971825450094870650e-03,7.639253876954361054e-03,1.230644624048440362e-02
4.873112229041054975e-03,3.176233792910446597e-03,1.555417042405692583e-03,1.321686387292238891e-04,-1.068899324817204058e-03,-2.053292313523631066e-03,-2.828213929710803130e-03,-3.390739925591505170e-03,-3.714394709062320780e-03,-3.727954893043801139e-03,-3.300860336479733044e-03,-2.272667504657875735e-03,-5.593477885885367795e-04,1.715973200428635688e-03,4.243073265193943178e-03,6.773219912962101345e-03
2.540119150598383127e-03,1.672804926181326902e-03,8.298246376376657062e-04,7.978618105457036859e-05,-5.542622145737128832e-04,-1.068932257525706140e-03,-1.466059793520154775e-03,-1.744092276043515775e-03,-1.889834689208074901e-03,-1.868787421242602874e-03,-1.621049823254383558e-03,-1.077889126866857792e-03,-2.082818239055387580e-04,9.295180466094200454e-04,2.194690000184133100e-03,3.449216958810476068e-03
1.153126095323301313e-03,8.067710817186094906e-04,4.406904720697643390e-04,1.112523528794182026e-04,-1.633560514706022479e-04,-3.817594342674524173e-04,-5.469828395025953718e-04,-6.601467514121300189e-04,-7.164955708287135518e-04,-7.018368409625237465e-04,-5.915737108310833081e-04,-3.576549522009803920e-04,1.359915509622650923e-05,5.005442375992809724e-04,1.039576020991037639e-03,1.536371068445584838e-03
3.229285547659073614e-04,3.365187625680852892e-04,2.886225040554930257e-04,2.604639968748571877e-04,2.568659035944513254e-04,2.644432774233806027e-04,2.715007062218808198e-04,2.719205190574776484e-04,2.643228496830326950e-04,2.512344280426487167e-04,2.394945552619945133e-04,2.408031861959402764e-04,2.700073011373268854e-04,3.377182235093390559e-04,4.280550255910838247e-04,4.354161119290926151e-04
-9.795799893704485578e-05,1.015008141786495627e-04,3.125871420034279720e-04,6.094096968181050540e-04,9.305912646968315461e-04,1.217556753296475825e-03,1.435908293914403945e-03,1.568927637061521066e-03,1.607379725278493873e-03,1.542756866488162850e-03,1.368110197922727108e-03,1.088322211563546270e-03,7.369393463499909367e-04,3.882743292731175911e-04,1.304077200002143160e-04,-1.146629137466037660e-04
-0.000000000000000000e+00,-9.795799893704485578e-05,4.221722614174049310e-04,1.285087936372210100e-03,2.197501045168965498e-03,2.997232521367535363e-03,3.605173744562196331e-03,3.984252724036495448e-03,4.110110597370575901e-03,3.953528318119537213e-03,3.482275937622108814e-03,2.689534804890779396e-03,1.647129428921391891e-03,5.725012640188389089e-04,-1.146629137466037660e-04,-0.000000000000000000e+00
